"INCIDENT_ID","FIRST_OCCURENCE_DATE","LAST_OCCURENCE_DATE","REPORT_DATE","INCIDENT_ADDRESS","GEO_X","GEO_Y","DISTRICT_ID","PRECINCT_ID","OFFENSE_CODE","OFENSE_TYPE_ID","OFENSE_CATEGORY_ID","MJ_RELATION_TYPE","SIZE_QTY_LBS","SIZE_QTY_GRAMS","RECORD_CREATED_DATETIME","RECORD_UPDATED_DATETIME"
"2018789365","11/20/2018","11/20/2018","11/20/2018","6858 E EVANS AVE                                  ","3166313.00","1672406.00","3","323","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018789599","11/20/2018","11/20/2018","11/20/2018","4900 N COLORADO BLVD                              ","3157486.00","1711516.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018792184","11/21/2018","11/21/2018","11/21/2018","4975 N VASQUEZ BLVD                               ","3155551.00","1711955.00","2","212","1313","ASSAULT - DV","Simple Assault","INDUSTRY","","","",""
"2018792420","11/19/2018","1/1/1900","11/21/2018","4394 N GRAPE ST                                   ","3161830.00","1708713.00","2","221","2404    ","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","","","",""
"2018797654","11/23/2018","1/1/1900","11/24/2018","120 S KALAMATH ST                                 ","3140719.00","1685494.00","3","311","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018802217","11/22/2018","11/22/2018","11/26/2018","3855 N QUENTIN ST                                 ","3184099.00","1706162.00","5","512","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018803901","11/27/2018","1/1/1900","11/27/2018","3500 PARK AVEW                                    ","3142251.00","1704457.00","1","112","3560    ","DRUG - MARIJUANA SELL","Drug Offenses","NON-INDUSTRY","","","",""
"2018804214","11/27/2018","1/1/1900","11/27/2018","866 N NAVAJO ST                                   ","3139552.00","1691057.00","1","123","7399    ","PUBLIC ORDER CRIMES - OTHER","All Other Crimes","INDUSTRY","","","",""
"201880559","2/3/2018","1/1/1900","2/3/2018","1500 BLOCK STOUT ST                               ","3142397.00","1696767.00","6","611","2399    ","THEFT - OTHER","Larceny","NON-INDUSTRY","","","",""
"201880858","2/2/2018","2/3/2018","2/3/2018","4305 N BRIGHTON BLVD                              ","3148956.00","1708556.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018811140","11/30/2018","1/1/1900","11/30/2018","574 W 6TH AVE                                     ","3142196.00","1689502.00","3","311","3560    ","DRUG - MARIJUANA SELL","Drug Offenses","NON-INDUSTRY","","","",""
"2018817214","12/1/2018","1/1/1900","12/3/2018","1500 E COLFAX AVE                                 ","3149211.00","1694820.00","6","622","2399    ","THEFT - OTHER","Larceny","NON-INDUSTRY","","","",""
"2018825175","12/6/2018","1/1/1900","12/6/2018","1350 S SHERIDAN BLVD                              ","3125828.00","1677226.00","4","421","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2018826167","12/7/2018","12/7/2018","12/7/2018","930 W BYERS PL                                    ","3141142.00","1684540.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018828725","12/8/2018","12/8/2018","12/8/2018","3954 N WILLIAMS ST                                ","3150221.00","1706661.00","2","211","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018829171","12/8/2018","12/8/2018","12/8/2018","3819 N QUENTIN ST                                 ","3184092.00","1705932.00","5","512","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018831001","12/9/2018","12/9/2018","12/9/2018","82 S FEDERAL BLVD                                 ","3133690.00","1685664.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018831293","12/8/2018","12/9/2018","12/9/2018","3954 N WILLIAMS ST                                ","3150221.00","1706661.00","2","211","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018832767","12/10/2018","12/10/2018","12/10/2018","10625 E 51ST AVE                                  ","3178574.00","1713537.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018832794","12/10/2018","12/10/2018","12/10/2018","1995 S BROADWAY ST                                ","3144121.00","1673150.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018833146","12/10/2018","12/10/2018","12/10/2018","3944 N HIGH ST                                    ","3150562.00","1706559.00","2","211","2205    ","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","","","",""
"2018835139","12/11/2018","12/11/2018","12/11/2018","6858 E EVANS AVE                                  ","3166313.00","1672406.00","3","323","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018835144","12/11/2018","12/11/2018","12/11/2018","4735 W 38TH AVE                                   ","3126994.00","1705528.00","1","111","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018835200","12/11/2018","12/11/2018","12/11/2018","1133 N BANNOCK ST                                 ","3143321.00","1692796.00","6","611","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018835288","12/11/2018","12/11/2018","12/11/2018","7050 N TOWER RD                                   ","3204743.00","1726098.00","5","522","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018843012","12/13/2018","12/13/2018","12/14/2018","6853 LEETSDALE DR                                 ","3166373.00","1680902.00","3","322","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2018845790","12/15/2018","1/1/1900","12/15/2018","330 N FEDERAL BLVD                                ","3133715.00","1688115.00","4","411","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2018847292","12/16/2018","12/16/2018","12/16/2018","5130 E COLFAX AVE                                 ","3161098.00","1694927.00","2","222","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018848462","12/16/2018","12/16/2018","12/16/2018","155 S PECOS ST                                    ","3138861.00","1685187.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018851288","12/18/2018","12/18/2018","12/18/2018","399 S HARRISON ST                                 ","3157075.00","1683778.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018851536","12/18/2018","12/18/2018","12/18/2018","1346 W CEDAR AVE                                  ","3139255.00","1684948.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2018854686","12/19/2018","1/1/1900","12/19/2018","2426 S FEDERAL BLVD                               ","3133762.00","1670216.00","4","422","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2018854789","12/18/2018","12/18/2018","12/19/2018","1150 W CUSTER PL                                  ","3140566.00","1682579.00","4","412","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2018869703","12/17/2018","12/21/2018","12/27/2018","1619 W 12TH AVE                                   ","3138175.00","1693265.00","1","123","2308    ","THEFT - FROM BLDG","Larceny","INDUSTRY","","","",""
"20189518030","3/5/2018","3/5/2018","3/6/2018","4414 N VINE ST                                    ","3151174.00","1708722.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019109282","2/7/2019","2/7/2019","2/18/2019","2145 W EVANS AVE                                  ","3137232.00","1672558.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019109305","2/17/2019","2/17/2019","2/18/2019","6625 LEETSDALE DR                                 ","3165646.00","1681209.00","3","322","2999    ","CRIMINAL MISCHIEF - GRAFFITI","Criminal Mischief-Graffiti","INDUSTRY","","","",""
"2019115692","2/20/2019","2/21/2019","2/21/2019","70 N BROADWAY ST                                  ","3144286.00","1686769.00","3","311","2999    ","CRIMINAL MISCHIEF - GRAFFITI","Criminal Mischief-Graffiti","INDUSTRY","","","",""
"2019123808","2/23/2019","2/24/2019","2/25/2019","665 N KALAMATH ST                                 ","3140524.00","1690012.00","1","123","2999    ","CRIMINAL MISCHIEF - GRAFFITI","Criminal Mischief-Graffiti","INDUSTRY","","","",""
"2019125248","2/25/2019","1/1/1900","2/25/2019","120 S KALAMATH ST                                 ","3140719.00","1685494.00","3","311","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2019125252","2/25/2019","1/1/1900","2/25/2019","1126 S SHERIDAN BLVD                              ","3125821.00","1678730.00","4","421","2305    ","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","INDUSTRY","","","",""
"2019132103","2/28/2019","1/1/1900","2/28/2019","1930 E 40TH AVE                                   ","3150712.00","1706726.00","2","211","5707    ","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","","","",""
"2019132684","2/28/2019","1/1/1900","2/28/2019","4801 W COLFAX AVE                                 ","3126829.00","1694981.00","1","121","1205    ","ROBBERY - STREET","Robbery-Street-Res","INDUSTRY","","","",""
"2019134945","3/1/2019","1/1/1900","3/5/2019","1500 E COLFAX AVE                                 ","3149211.00","1694820.00","6","622","4104    ","LIQUOR - POSSESSION","All Other Crimes","INDUSTRY","","","",""
"201913786","1/2/2019","1/2/2019","1/7/2019","1075 S FOX ST                                     ","3142162.00","1679212.00","4","412","2201    ","BURGLARY - SAFE","Burglary","INDUSTRY","","","",""
"2019143157","3/5/2019","3/5/2019","3/5/2019","5201 W 48TH AVE                                   ","3125451.00","1710769.00","1","111","2305    ","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","INDUSTRY","","","",""
"2019146171","3/7/2019","3/7/2019","3/7/2019","5475 N PEORIA ST                                  ","3183035.00","1715021.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019146802","3/7/2019","1/1/1900","3/7/2019","1941 W EVANS AVE                                  ","3137812.00","1672569.00","4","422","1316","THREATS TO INJURE","All Other Crimes","INDUSTRY","","","",""
"2019170676","3/18/2019","3/18/2019","3/18/2019","4975 N VASQUEZ BLVD                               ","3155551.00","1711955.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019170712","3/18/2019","3/18/2019","3/18/2019","1136 N YUMA CT                                    ","3136560.00","1692717.00","1","123","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019171646","3/18/2019","1/1/1900","3/18/2019","1736 N DOWNING ST                                 ","3148182.00","1696333.00","6","622","1315","AGGRAVATED ASSAULT","Agg ASLT-Other","INDUSTRY","","","",""
"201917508","1/8/2019","1/1/1900","1/8/2019","1798 W MISSISSIPPI AVE                            ","3138325.00","1678939.00","4","422","2305    ","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","INDUSTRY","","","",""
"2019183340","3/22/2019","1/1/1900","3/23/2019","2949 W ALAMEDA AVE                                ","3133738.00","1684368.00","4","411","2308    ","THEFT - FROM BLDG","Larceny","INDUSTRY","","","",""
"2019183742","3/23/2019","1/1/1900","3/24/2019","1930 E 40TH AVE                                   ","3150712.00","1706726.00","2","211","5707    ","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","","","",""
"2019188098","3/25/2019","1/1/1900","3/26/2019","1930 E 40TH AVE                                   ","3150712.00","1706726.00","2","211","3572    ","DRUG - METHAMPETAMINE POSSESS","Drug Offenses","INDUSTRY","","","",""
"2019195497","3/28/2019","3/28/2019","3/29/2019","330 N FEDERAL BLVD                                ","3133715.00","1688115.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019197221","3/29/2019","1/1/1900","3/29/2019","W EVANS AVE / S TEJON ST                          ","3137629.00","1672446.00","4","422","1315","MENACING - FELONY W/WEAP","Agg ASLT-Firearm","NON-INDUSTRY","","","",""
"2019197221","3/29/2019","1/1/1900","3/29/2019","W EVANS AVE / S TEJON ST                          ","3137629.00","1672446.00","4","422","1210    ","ROBBERY - PURSE SNATCH W/FORCE","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2019200835","3/31/2019","3/31/2019","3/31/2019","4620 N PEORIA ST                                  ","3183815.00","1709739.00","5","521","2404    ","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","","","",""
"2019206099","4/2/2019","4/2/2019","4/3/2019","4615 E COLFAX AVE                                 ","3159365.00","1695079.00","2","222","2205    ","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","","","",""
"2019207100","4/3/2019","1/1/1900","4/3/2019","4228 N YORK ST                                    ","3152105.00","1707908.00","2","212","5707    ","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","","","",""
"2019207100","4/3/2019","1/1/1900","4/3/2019","4228 N YORK ST                                    ","3152105.00","1707908.00","2","212","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2019210209","4/4/2019","4/4/2019","4/4/2019","5141 N FRANKLIN ST                                ","3149177.00","1712959.00","1","112","2404    ","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","","","",""
"2019210756","4/4/2019","4/4/2019","4/5/2019","695 N BRYANT ST                                   ","3135298.00","1690109.00","1","122","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019211830","10/17/2018","4/4/2019","4/5/2019","11101 E 51ST AVE                                  ","3180205.00","1713549.00","5","511","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2019216351","4/7/2019","1/1/1900","4/7/2019","8151 E COLFAX AVE                                 ","3170674.00","1695109.00","2","223","2404    ","THEFT - OF MOTOR VEHICLE","Auto Theft","INDUSTRY","","","",""
"2019225514","4/8/2019","1/1/1900","4/11/2019","701 W MISSISSIPPI AVE                             ","3141832.00","1679130.00","4","412","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019225791","4/9/2019","1/1/1900","4/16/2019","4414 N VINE ST                                    ","3151174.00","1708722.00","2","212","7399    ","PUBLIC ORDER CRIMES - OTHER","All Other Crimes","INDUSTRY","","","",""
"2019226043","4/11/2019","1/1/1900","4/11/2019","1885 S QUEBEC WAY                                 ","3171366.00","1674454.00","3","322","1205    ","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2019228022","4/12/2019","1/1/1900","4/12/2019","4620 N PEORIA ST                                  ","3183815.00","1709739.00","5","521","1313","ASSAULT - SIMPLE","Simple Assault","INDUSTRY","","","",""
"201922921","1/10/2019","1/1/1900","1/10/2019","970 N LINCOLN ST                                  ","3144577.00","1691813.00","6","623","7399    ","PUBLIC ORDER CRIMES - OTHER","All Other Crimes","INDUSTRY","","","",""
"2019236116","4/16/2019","4/16/2019","4/16/2019","755 S FEDERAL BLVD                                ","3133515.00","1681258.00","4","412","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019242959","4/18/2019","4/18/2019","4/18/2019","1100 S KALAMATH ST                                ","3140699.00","1678946.00","4","422","2205    ","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","","","",""
"2019246578","4/20/2019","1/1/1900","4/20/2019","2949 W ALAMEDA AVE                                ","3133738.00","1684368.00","4","411","1316","THREATS TO INJURE","All Other Crimes","INDUSTRY","","","",""
"2019249898","4/22/2019","4/22/2019","4/22/2019","4750 N NOME ST                                    ","3182025.00","1710903.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019251557","4/22/2019","1/1/1900","4/22/2019","403 16TH ST                                       ","3143515.00","1696108.00","6","611","5707    ","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","","","",""
"2019252261","4/23/2019","4/23/2019","4/23/2019","4750 N NOME ST                                    ","3182025.00","1710903.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201925397","1/12/2019","1/12/2019","1/12/2019","1255 W VIRGINIA AVE                               ","3139724.00","1683088.00","4","412","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019254487","4/24/2019","4/24/2019","4/24/2019","5070 N OAKLAND ST                                 ","3182596.00","1713214.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019266753","4/15/2019","1/1/1900","4/29/2019","330 E COLFAX AVE                                  ","3145483.00","1694804.00","6","623","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2019267127","4/22/2019","1/1/1900","4/29/2019","8151 E COLFAX AVE                                 ","3170674.00","1695109.00","2","223","2308    ","THEFT - FROM BLDG","Larceny","INDUSTRY","","","",""
"2019276120","4/26/2019","4/26/2019","5/3/2019","260 N BROADWAY ST                                 ","3144270.00","1687727.00","3","311","5707    ","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","","","",""
"2019289792","5/9/2019","5/9/2019","5/9/2019","4750 N NOME ST                                    ","3182025.00","1710903.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019292136","5/10/2019","5/10/2019","5/10/2019","1736 N DOWNING ST                                 ","3148182.00","1696333.00","6","622","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019300682","5/14/2019","5/14/2019","5/14/2019","1130 N YUMA ST                                    ","3136489.00","1692774.00","1","123","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019300751","5/14/2019","5/14/2019","5/14/2019","2209 W 32ND AVE                                   ","3136866.00","1702905.00","1","113","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019300755","5/14/2019","5/14/2019","5/14/2019","4401 N ZENOBIA ST                                 ","3125813.00","1708103.00","1","111","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019300776","5/14/2019","5/14/2019","5/14/2019","6666 E STAPLETON S DR                             ","3165464.00","1708753.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019301706","5/14/2019","5/14/2019","5/14/2019","4837 N WASHINGTON ST                              ","3146510.00","1711040.00","1","112","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019305371","5/16/2019","5/16/2019","5/16/2019","4400 N GRAPE ST                                   ","3161828.00","1708842.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019305403","5/16/2019","5/16/2019","5/16/2019","135 S BROADWAY ST                                 ","3144052.00","1685399.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019305412","5/16/2019","5/16/2019","5/16/2019","2042 S BANNOCK ST                                 ","3143656.00","1672758.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019305423","5/16/2019","5/16/2019","5/16/2019","2645 S SANTA FE DR                                ","3141742.00","1668660.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019305480","5/14/2019","5/16/2019","5/16/2019","399 S HARRISON ST                                 ","3157075.00","1683778.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019306927","5/16/2019","5/16/2019","5/16/2019","3460 W 32ND AVE                                   ","3131090.00","1702734.00","1","113","2399    ","THEFT - BICYCLE","Larceny","INDUSTRY","","","",""
"2019310365","5/18/2019","1/1/1900","5/18/2019","688 N BRYANT ST                                   ","3135476.00","1690167.00","1","122","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2019320658","5/22/2019","5/23/2019","5/23/2019","3814 WALNUT ST                                    ","3148592.00","1705976.00","2","211","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019322896","5/24/2019","5/24/2019","5/24/2019","3814 WALNUT ST                                    ","3148592.00","1705976.00","2","211","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019325732","5/24/2019","5/25/2019","5/25/2019","4655 E 46TH AVE                                   ","3159374.00","1709805.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201932859","1/15/2019","1/1/1900","1/15/2019","970 N LINCOLN ST                                  ","3144577.00","1691813.00","6","623","1205    ","ROBBERY - STREET","Robbery-Street-Res","INDUSTRY","","","",""
"2019329631","5/27/2019","5/27/2019","5/27/2019","330 S DAYTON ST                                   ","3175842.00","1683494.00","3","321","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019330396","5/22/2019","1/1/1900","5/27/2019","2262 S BROADWAY ST                                ","3144351.00","1671325.00","3","313","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2019334141","5/28/2019","1/1/1900","5/29/2019","3814 WALNUT ST                                    ","3148592.00","1705976.00","2","211","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2019334193","5/29/2019","5/29/2019","5/29/2019","5000 E 41ST AVE                                   ","3160362.00","1706982.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019335170","5/24/2019","5/29/2019","5/29/2019","225 N MARIPOSA ST                                 ","3139739.00","1687375.00","3","311","5707    ","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","","","",""
"2019343513","6/2/2019","6/2/2019","6/2/2019","1444 WAZEE ST                                     ","3140151.00","1698379.00","6","612","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2019344471","6/2/2019","6/2/2019","6/2/2019","990 W 6TH AVE                                     ","3140766.00","1689518.00","3","311","1202    ","ROBBERY - BUSINESS","Robbery-Business","INDUSTRY","","","",""
"2019354872","6/6/2019","6/7/2019","6/7/2019","1798 W MISSISSIPPI AVE                            ","3138325.00","1678939.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019370892","6/14/2019","6/14/2019","6/14/2019","399 S HARRISON ST                                 ","3157075.00","1683778.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019370956","6/14/2019","6/14/2019","6/14/2019","1301 N MARION ST                                  ","3148501.00","1693749.00","6","622","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019373635","6/14/2019","6/15/2019","6/15/2019","5077 N COLORADO BLVD                              ","3156774.00","1712483.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201937484","1/17/2019","1/17/2019","1/17/2019","990 W 6TH AVE                                     ","3140766.00","1689518.00","3","311","1316","THREATS TO INJURE","All Other Crimes","INDUSTRY","","","",""
"2019375690","6/16/2019","6/16/2019","6/16/2019","1100 N YUMA CT                                    ","3136556.00","1692610.00","1","123","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019379461","6/17/2019","6/17/2019","6/17/2019","260 N BROADWAY ST                                 ","3144270.00","1687727.00","3","311","2404    ","THEFT - OF MOTOR VEHICLE","Auto Theft","NON-INDUSTRY","","","",""
"2019383741","6/3/2019","6/5/2019","6/19/2019","4902 E SMITH RD                                   ","3160325.00","1707718.00","2","221","2305    ","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","","","",""
"2019384493","6/20/2019","6/20/2019","6/20/2019","777 N UMATILLA ST                                 ","3137180.00","1690589.00","1","123","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019402407","6/27/2019","6/27/2019","6/28/2019","3857 N ELM ST                                     ","3160357.00","1706010.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019402612","6/28/2019","1/1/1900","6/28/2019","219 N VALLEJO ST                                  ","3136853.00","1687733.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019403679","6/28/2019","6/28/2019","6/28/2019","2000 W 32ND AVE                                   ","3137394.00","1702777.00","1","113","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019403980","6/28/2019","6/28/2019","6/28/2019","7289 E HAMPDEN AVE                                ","3167907.00","1663479.00","3","323","1313","ASSAULT - SIMPLE","Simple Assault","INDUSTRY","","","",""
"201940566","1/11/2019","1/11/2019","1/18/2019","5200 E SMITH RD                                   ","3161542.00","1707255.00","2","221","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"20194113","1/2/2019","1/2/2019","1/2/2019","2748 W ALAMEDA AVE                                ","3134512.00","1684158.00","4","412","2303    ","THEFT - SHOPLIFT","Larceny","NON-INDUSTRY","","","",""
"2019411507","7/2/2019","7/2/2019","7/2/2019","120 S KALAMATH ST                                 ","3140719.00","1685494.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019411554","7/2/2019","7/2/2019","7/2/2019","2001 S BROADWAY ST                                ","3144120.00","1673026.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019411591","7/2/2019","7/2/2019","7/2/2019","1178 S KALAMATH ST                                ","3140643.00","1678536.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019419895","7/5/2019","7/5/2019","7/5/2019","11080 E 47TH AVE                                  ","3179949.00","1710405.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019425992","7/7/2019","7/7/2019","7/8/2019","5885 E EVANS AVE                                  ","3163373.00","1672717.00","3","322","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019426031","7/7/2019","7/7/2019","7/8/2019","2215 E MISSISSIPPI AVE                            ","3151570.00","1679096.00","3","312","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019426070","7/8/2019","7/8/2019","7/8/2019","3995 E 50TH AVE                                   ","3156921.00","1712528.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019426136","7/8/2019","7/8/2019","7/8/2019","2863 LARIMER ST                                   ","3145640.00","1702618.00","2","211","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019426145","7/8/2019","7/8/2019","7/8/2019","3801 N JASON ST                                   ","3140598.00","1705540.00","1","112","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019433232","7/10/2019","7/10/2019","7/10/2019","970 S ONEIDA ST                                   ","3166714.00","1679991.00","3","322","2404    ","THEFT - OF MOTOR VEHICLE","Auto Theft","NON-INDUSTRY","","","",""
"2019436967","7/12/2019","1/1/1900","7/12/2019","445 N FEDERAL BLVD                                ","3133474.00","1688828.00","4","411","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2019441065","7/14/2019","7/14/2019","7/14/2019","2211 S JASON ST                                   ","3140833.00","1671632.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2019442855","7/15/2019","1/1/1900","7/15/2019","2949 W ALAMEDA AVE                                ","3133738.00","1684368.00","4","411","4803    ","POLICE - FALSE INFORMATION","All Other Crimes","NON-INDUSTRY","","","",""
